voltage,current,temperature
220.1556003,88.45158137,41.90151824
203.6443651,84.69589504,74.26843564
218.8885922,93.18070951,50.19370072
336.6013547,128.1779826,47.88705236
214.2377297,98.41730322,79.85082474
263.7951261,129.401445,49.61002184
368.9750622,107.6488903,30.70389512
204.6543871,84.20694347,50.78416537
362.8936965,130.9978744,68.84100413
256.370955,73.82896706,66.61161961
223.6329655,72.43829798,67.31490591
339.3474331,100.4502924,62.48142704
489.5549946,10.42226572,52.58210563
375.4944027,50.9087035,71.72504515
347.0142088,114.8297527,73.60660792
360.6961861,101.1093821,31.6491618
256.4069145,94.55178145,27.82733819
235.4879088,146.6968515,78.53629812
350.1229503,107.1199184,72.09943782
361.3669479,136.3431578,73.59416883
398.1010284,63.94502362,73.18258308
282.5235354,106.9206463,52.50120944
274.4036172,136.7979627,58.7841042
355.2825921,108.3105757,52.72177113
268.1607081,121.8014178,23.07238095
386.1514651,87.20435678,64.73018512
371.6825504,59.2449517,50.319922
285.7988055,95.79002951,58.86254449
350.1742136,89.44793908,50.1583883
413.9477835,60.8169657,14.74706049
220.6247738,74.39953024,30.30734657
380.5105813,146.6734228,36.72282291
301.0504745,145.813812,29.53116152
365.2914932,74.76316431,31.73997774
264.0099202,84.80519555,78.37864283
379.1046457,139.5555741,29.18680675
277.8403357,146.6622221,36.15622546
202.1675303,94.34391028,55.43537946
381.0763953,82.09970456,56.61071457
218.2573354,102.6094013,29.23844778
263.8627275,118.7769206,67.62304555
390.0123934,77.34745154,67.11217207
390.1214294,123.6473175,34.23906225
314.6875776,55.16573571,37.31997816
326.3674424,54.92944928,76.27927193
289.6891044,88.62877051,69.54028676
258.6421543,85.34731921,61.86782198
265.7329091,81.56332154,24.93399329
334.5036912,99.10197627,45.09584485
350.4749059,82.07335823,53.55811232
358.3158087,69.22579185,31.24467728
357.9236286,80.94695491,46.89359493
218.2412206,147.4904273,56.06155265
298.8840609,91.1113417,39.64260081
211.511752,94.47127769,66.85668914
309.9057765,107.654499,70.4269749
493.6614609,132.6057761,28.63394426
377.5408366,74.16012764,70.31942927
270.1830025,118.1282111,26.21459397
223.4134033,121.5984694,70.26374592
228.5983364,110.7324417,29.1650259
352.3021263,58.85783396,24.97562915
323.6436127,117.6872276,58.50652427
220.2245352,56.4094711,48.31624195
216.8213612,109.614265,74.47343602
340.1938263,123.9581177,41.79135177
214.5526013,71.09698906,37.22913581
364.3720119,134.1622008,50.04409437
341.2484454,53.03538055,47.35677115
216.2697561,134.3812864,40.66568277
18.61861953,65.89068719,21.47793993
397.3279157,71.75879399,65.57371003
274.8541592,63.3778145,71.17903814
274.1284294,145.3307168,78.37139628
362.5599135,57.26655876,35.99937153
389.4497155,69.90934199,62.96560895
397.2002128,84.78223474,43.65549413
350.6756371,112.0234849,60.62491832
275.2519171,104.4801085,48.55890142
216.7001433,62.56434924,79.62638617
355.4293832,78.97279837,63.73412815
311.6808499,73.87517711,77.14947803
284.8444018,71.35428545,70.09817297
381.270877,91.11443365,74.17406067
222.2394965,120.4031453,68.86515183
298.5250209,71.74529322,47.54954782
202.270729,86.66788797,35.1073072
293.7321284,89.09174268,42.21921053
211.2606551,147.6456529,21.21417396
223.7635833,145.4666357,51.43959005
223.5052494,130.0137583,50.30346802
329.8420604,74.16589208,51.51502789
349.2089759,56.80373141,78.4418735
316.673753,81.69041377,74.68724021
392.4345097,76.67945494,29.7027667
274.9741159,100.59258,42.13295129
257.1424173,127.772791,45.43737077
373.7198256,135.8322939,41.63197507
244.7191677,134.4864085,67.90975782
392.6445079,85.96755612,51.44226019
202.4308949,118.7234343,54.32598902
393.9757653,81.28341975,71.18081354
208.6319824,56.09055432,68.3556892
378.2286227,120.1565266,27.93269137
305.5402218,50.98275526,62.83487505
398.5929592,90.91825875,46.12616773
214.7593129,82.93792693,37.67893418
352.8621791,2.093714663,81.90320208
393.8605071,126.6245473,49.23497362
304.6195688,80.4094636,41.32620084
325.8797276,131.1627014,35.09078238
339.1497378,79.39167605,61.68030378
290.908213,94.632636,66.16912324
325.511616,122.7018527,34.68737114
316.8628624,119.2920229,22.9668462
380.2316021,148.7368472,70.92516203
209.0892761,72.51610242,20.59758447
256.1926379,116.2317914,76.22674964
390.0822968,110.9681908,57.65719244
378.0527568,141.5098454,39.31079811
291.1313506,65.63621416,34.78867457
324.0265196,125.1798164,20.54033986
255.4762366,106.8268616,34.12828502
237.6242319,77.46658698,28.26369809
292.739681,97.44349141,56.72997324
270.6704456,83.37765971,29.99273532
316.7312224,107.9313403,51.71779025
215.5469274,138.9000611,55.40698534
394.8789615,106.9304984,37.8825019
397.2421489,113.1722418,22.10389694
339.6323428,101.8747847,22.23523284
307.2192733,55.11655064,21.58083993
261.9055233,73.28585569,64.34748003
362.7590039,99.20017294,39.08058229
95.7855114,188.9881813,88.19596765
232.5233879,68.17635978,45.90396943
382.1854369,100.4132842,47.17988605
364.5074486,82.28097934,50.77295615
389.9599827,75.81076432,62.78188738
345.1439017,96.39854174,36.41017195
322.6830392,63.32842581,27.29524097
283.6486073,142.7745733,53.36344011
386.5456967,136.7702098,39.61865739
373.2127779,120.7620586,46.54947882
209.043734,60.62138276,58.8168025
205.2733949,127.5877254,49.64754447
275.2926734,130.7957328,57.21672903
362.1106662,126.7764618,52.65200013
397.4552259,61.39658871,64.38778232
230.0833782,114.3907957,62.35619706
318.8261431,133.4324796,52.05139351
442.9564084,34.90208048,55.3591609
393.9828796,114.6407375,72.41357614
368.4237846,95.83634794,45.93627727
367.6657409,102.870732,44.76578436
293.738632,53.43768584,65.85473725
282.9639005,113.8963022,54.95323022
254.6814144,58.14472129,24.26040681
211.2750993,93.50145943,73.52672094
372.9444753,79.26550977,21.84698613
362.5802018,104.542795,64.90378137
399.9435347,63.34163355,65.52764856
399.3273674,119.1643402,77.18666512
311.0863411,129.5011537,23.2480645
353.797483,66.33544497,55.81141165
388.953146,60.43130874,45.67043424
369.9294781,64.55154828,39.83797729
249.4696203,137.7127562,25.41911362
290.1088271,102.8189262,53.75924718
267.4355312,94.58837271,34.36585797
390.8102055,60.67118191,26.27326749
321.2349269,114.9556007,56.74937043
245.7285611,136.7999592,64.27718722
334.3401369,132.8185869,66.03669806
323.6256481,112.6054709,74.3223913
271.6325436,57.52787167,44.56824451
222.7115184,61.23970272,77.18436612
334.3146391,54.93089871,71.9257643
304.0615402,75.74792165,37.79009426
354.4636783,63.56614672,29.55698224
304.0327002,76.00480403,46.12336377
370.4363001,88.50580557,44.11392248
310.3813678,144.2982784,54.54315832
312.1875943,111.037606,55.00317394
375.3307205,133.4973786,64.99921906
280.6965732,121.0351501,50.59339689
226.8030457,61.25031305,26.28935846
205.7565353,123.5920406,71.49748013
351.0274511,77.50988816,38.58587499
324.0619103,113.9107847,78.27784762
340.8159536,84.09619736,27.07160652
242.5928323,149.7672263,77.49507033
227.2742951,76.35514795,25.46070841
202.9089331,77.91304708,33.86216828
270.1175118,143.0672256,22.79479653
317.9835374,52.46444046,62.3067888
278.448809,119.6688988,71.01792419
287.4949844,122.5326391,46.04426491
380.8317389,133.6378577,75.7113245
269.6510934,147.4439311,55.41794431
302.7978978,147.5601919,57.80042813
356.7306025,56.52767576,70.7251521
279.3085565,132.1839323,37.8080123
324.41734,114.6309934,41.25594328
372.4727417,114.7342134,74.35711515
389.9041247,62.83499266,74.05780976
229.4146962,115.0187166,78.58896657
385.317525,148.2482581,74.11029899
298.4232586,141.181857,27.64232216
251.6488777,93.91306608,69.42345717
291.8271512,53.99479733,44.59030869
396.0065151,86.229349,79.44808136
298.5236188,132.6390312,48.33685786
265.7503221,120.1499101,53.23016495
326.6801709,95.93436556,51.78649492
248.0291238,55.51015352,39.30422179
215.1726656,92.68947278,24.50132533
225.7759444,96.90249397,73.73907382
225.6091678,142.8555533,68.16054875
230.3805387,114.1086104,28.37160683
89.1825334,4.845172483,33.19915634
328.174949,102.5318264,57.55079996
236.3760169,56.60553078,44.54862728
269.1334567,147.2568236,35.24126895
379.357682,86.00599019,71.58372701
294.7923281,97.78673549,62.01129556
333.5115477,85.52839742,52.86439457
234.4639742,118.251173,56.57411203
238.4578038,116.2232158,25.46397092
208.1737233,121.5322311,48.43518565
233.7870126,76.81432296,31.62201757
255.7180678,81.56684812,32.50302074
235.4020969,62.52512311,59.67823774
217.7405068,115.5509972,74.67536911
224.1271742,53.97971273,44.22539663
292.1557536,109.7682336,32.46495638
241.2667437,136.9695885,58.92481623
272.8539722,139.0832148,72.27122278
300.6834542,94.90377604,64.89912807
338.0789657,95.93036882,72.12543383
207.862428,57.6969183,52.19328026
359.8820798,117.0765025,65.11257466
325.5800779,132.125942,28.40387356
216.3518064,74.46550546,40.89647692
374.7157248,92.13008816,43.37294987
384.1744801,133.8839337,50.67774477
212.215592,137.7120468,75.74458162
255.3755296,74.31799803,72.45779361
361.240256,105.0570635,28.07152954
349.6519381,69.24931506,30.36737911
236.9042039,60.18787641,41.45843298
241.8698647,141.1120501,37.44463195
274.0944206,132.0507504,56.88625719
296.904597,126.0034902,74.16656287
323.6509543,54.87663188,77.7374925
273.7827279,134.3728793,59.21617715
292.5069432,93.80440759,70.28955208
349.4941876,84.23951233,51.51213201
207.3366406,104.6476361,32.49961681
250.4873889,59.13532427,51.48130473
342.6699172,125.6646549,53.30495609
379.0413675,108.2435077,64.54745385
302.3354884,68.65900969,33.19297938
306.4226971,68.82321998,42.09862293
221.4344023,68.42486516,41.84164815
289.4824734,55.70023876,77.56637574
306.5234533,108.7798449,46.63669762
248.4941007,134.0348178,65.30563804
253.8486462,51.7498214,65.04868288
275.4568326,54.9004645,35.93265109
204.0142396,107.2770277,54.31218136
264.4158331,131.9495685,73.6581736
242.2896014,82.67388906,48.51186317
265.4994704,84.96143988,76.70705044
223.9524264,109.6346497,32.86749376
378.1054561,77.42128891,24.44954635
318.7184907,52.66083661,73.48723239
335.8204638,123.5228518,70.86087188
357.8342477,112.5649913,79.55539256
299.6884398,108.0755999,60.76360929
217.3840576,124.1684129,76.2012756
307.4213084,117.5230838,69.61694151
317.3682236,70.58819882,70.66557999
349.0878948,85.24810469,54.14849423
286.3319092,62.61101417,42.94187588
225.5160606,62.98570134,76.07348435
256.7551812,117.6195746,45.92703054
272.6164593,135.8600107,52.32916203
329.1834483,146.2732584,46.76685843
165.7592275,1.532173378,69.31232122
271.2193452,68.41013234,48.23030474
397.3030498,60.56503454,22.87805351
346.9862581,54.16783297,76.09876565
247.4453583,107.8756476,46.66362913
220.3564945,111.8285021,55.33661891
230.5718278,128.1462089,28.35126817
249.1915457,120.3277228,20.20327088
232.1362747,133.4458253,34.71740562
237.3134048,55.62139055,62.27516193
257.0190337,124.7520637,25.95167181
234.6747191,135.0852757,74.53324642
379.3530849,78.61350425,32.90135416
216.0467491,114.0447274,32.27561686
304.9022779,81.41620638,30.8904777
476.7035087,147.4168716,97.31313884
396.4757234,53.34235724,66.30832811
222.4077804,107.9792844,72.50207187
279.5711198,66.6503547,56.84976216
393.8940867,121.2220205,31.2919989
373.1014252,67.58902834,37.11667982
363.4144142,73.53832619,48.55560184
251.5805654,99.4370811,77.2607571
234.1775175,141.483495,34.84108231
333.728644,71.17143721,63.89875424
385.8751978,64.42400211,46.3668934
311.3525786,125.8976832,37.8708409
314.3225379,100.0619532,47.35495622
321.4558797,96.9083462,79.70257433
353.8985866,64.66145572,67.92124226
237.4087497,114.5927893,34.59811568
264.7358473,73.28791462,63.52472739
285.0872877,65.67604287,24.10090229
301.5220757,118.3429415,77.30591337
248.4819465,109.368462,31.58089912
222.9673649,125.4827458,72.96452457
322.1240085,80.94625764,68.56839258
257.7261106,94.79716564,78.07159544
316.2476443,90.54716763,48.67343966
230.8725431,148.4089464,63.64383763
296.2280204,79.22489567,42.24263942
306.5178865,79.48172383,31.06209428
210.3647074,85.45482088,46.58455598
48.90875703,197.2539495,41.91162173
226.8829354,75.23227443,78.92267737
212.6749941,141.528994,25.77478947
397.9920465,76.56855649,55.35270341
264.470769,139.5815732,57.58783132
361.9748892,60.34750636,52.28477257
250.928131,115.6562702,59.73115314
336.3005444,140.6985518,26.9708465
352.045572,66.87494384,53.30111145
319.1277481,146.832696,37.23275427
294.3152377,95.28833604,76.4105638
282.3681828,144.5715108,65.72429921
269.7736533,117.6820044,78.35086893
385.9058288,80.15868699,22.25336418
366.1238816,68.83025249,37.10799051
393.0053821,80.37350462,31.7253552
224.8594447,59.30174093,20.66927524
346.173495,64.38679663,34.53954381
387.6680914,60.46604403,60.72655901
236.2466132,92.29435437,33.86533533
213.2992535,129.5578376,50.54020673
348.2241299,64.13835542,73.2690869
314.8946226,63.03204332,61.62547522
368.3657554,114.342895,43.67774419
227.9544753,69.7182982,42.34813633
359.0534624,59.76100381,47.34414884
240.325464,66.68485782,30.62248646
232.7311886,142.3731396,58.04004604
232.8531596,132.1471253,41.84916915
362.914944,85.40645624,71.14192096
333.0394441,115.5820767,65.3931596
304.613085,103.7275674,56.63078985
271.7660968,117.7124263,41.85213336
375.4401082,118.2671152,32.5959099
278.4890215,112.8734015,66.56911185
501.2811847,68.64993816,71.84483263
287.8269817,53.90064208,33.48500229
275.3888859,95.5566782,31.7104769
292.5359571,139.0973885,29.92405427
260.2755748,106.9497259,66.62967177
349.521876,133.2391042,33.73923112
300.544078,149.1624343,51.59853581
246.442539,66.36162041,47.09278166
379.9149147,119.1777639,54.77665395
276.7782443,117.4293574,72.62929402
308.7105722,147.9955447,72.0648434
381.2944222,148.5600734,47.06456431
324.8475992,118.6678612,20.92197504
223.3796081,74.3614792,45.58662834
387.9664247,129.8555838,56.37161225
325.5416106,60.70291342,53.46588555
266.9811229,128.0699304,59.08016635
227.8544145,141.0196124,29.24454395
358.8050379,88.28333948,58.79210593
324.0145512,113.0635295,30.95909712
306.6922184,93.01427321,65.03143884
378.7785166,93.7765055,40.3452568
357.7194422,81.03708891,62.593726
230.3349759,126.212962,22.87193593
262.3444136,143.6176564,44.47160154
249.697828,144.0750859,62.30207134
348.7892585,67.47812849,33.61223098
206.7064869,137.474365,67.71722269
313.977937,123.7431441,57.84678399
352.4917371,75.28374007,55.25370633
375.3531274,56.72846129,41.21293125
268.4163497,76.79972669,48.94708822
364.2514609,141.2208237,55.84095806
377.1629556,113.3975665,83.09030035
369.2904583,122.1054661,61.89879944
225.4977325,75.71523511,46.02181599
354.3212638,177.1799248,68.42392266
359.4590732,52.81215063,32.83602697
229.9834855,87.53213458,20.34822613
245.850279,112.6753349,38.05746293
344.4505137,64.60965655,64.93505843
344.0073073,132.3003574,67.64976253
328.2295266,73.50312988,32.14805253
338.7896889,115.2281113,77.54263981
308.5448887,90.51971426,50.14416761
250.3598118,109.6043595,75.01872494
